,Document Title,Authors,Abstract,Article Citation Count,Publication Year,DOI,Terms
2,Contrast CT image generation model using CT image of PET/CT,W. Kim; S. -K. Woo; J. Park; H. Sheen; I. Lim; S. M. Lim; B. Hyun Byun,"Contrast CT imaging is a useful method to highlight structures such as blood vessels and tissue. The aim of this study was to generate contrast enhanced CT image for defining region of blood vessels and tumor from PET/CT image using deep learning approach. The deep learning approach in this study was based on conditional generative adversarial network (cGAN). The structure of cGAN composed of two convolutional neural network (CNN), generator and discriminator. Generator was trained to generate contrast CT (G-CCT) image from CT image which cannot be discriminated from the original contrast CT (CCT) image. Discriminator was trained to discriminate CCT image from G-CCT image by generator. To improve the generation performance of the model, we applied adaptive histogram equalization as image preprocessing. We compare the model trained with CT and the model with histogram equalized CT. Structural similarity index measurement (SSIM) was calculated to measure the similarity between G-CCT and CCT image. We defined and compared the region of lymphoma in left upper cervical lymph node level 2 using CT, CCT, and G-CCT. Detect the lymph node cancer was calculated by short to long axis ratio (S/L) method. In the case of the model trained with CT, SSIM was 0.9493±0.0183 in training phase and 0.9055±0.0484 in testing phase. In the case of the model trained with histogram equalized CT, SSIM was 0.954±0.0149 in training phase and 0.9081±0.047 in testing phase. G-CCT images showed more enhanced contrast in blood vessels and tumor region than CT image. Lymph node cancer S/L of CT, CCT, and G-CCT were 0.412, 0.395, and 0.397, respectively. The tumor S/L of generated contrast CT image was evaluated similar to these of real contrast CT image. This contrast CT image generation based on deep learning is helped for a cost-effective and less-hazardous process of acquiring contrast CT image to patients as well as more anatomical information with only CT scan.",,2018,10.1109/NSSMIC.2018.8824278,lymph nodes
2,Contrast CT image generation model using CT image of PET/CT,W. Kim; S. -K. Woo; J. Park; H. Sheen; I. Lim; S. M. Lim; B. Hyun Byun,"Contrast CT imaging is a useful method to highlight structures such as blood vessels and tissue. The aim of this study was to generate contrast enhanced CT image for defining region of blood vessels and tumor from PET/CT image using deep learning approach. The deep learning approach in this study was based on conditional generative adversarial network (cGAN). The structure of cGAN composed of two convolutional neural network (CNN), generator and discriminator. Generator was trained to generate contrast CT (G-CCT) image from CT image which cannot be discriminated from the original contrast CT (CCT) image. Discriminator was trained to discriminate CCT image from G-CCT image by generator. To improve the generation performance of the model, we applied adaptive histogram equalization as image preprocessing. We compare the model trained with CT and the model with histogram equalized CT. Structural similarity index measurement (SSIM) was calculated to measure the similarity between G-CCT and CCT image. We defined and compared the region of lymphoma in left upper cervical lymph node level 2 using CT, CCT, and G-CCT. Detect the lymph node cancer was calculated by short to long axis ratio (S/L) method. In the case of the model trained with CT, SSIM was 0.9493±0.0183 in training phase and 0.9055±0.0484 in testing phase. In the case of the model trained with histogram equalized CT, SSIM was 0.954±0.0149 in training phase and 0.9081±0.047 in testing phase. G-CCT images showed more enhanced contrast in blood vessels and tumor region than CT image. Lymph node cancer S/L of CT, CCT, and G-CCT were 0.412, 0.395, and 0.397, respectively. The tumor S/L of generated contrast CT image was evaluated similar to these of real contrast CT image. This contrast CT image generation based on deep learning is helped for a cost-effective and less-hazardous process of acquiring contrast CT image to patients as well as more anatomical information with only CT scan.",,2018,10.1109/NSSMIC.2018.8824278,contrast ct
2,Contrast CT image generation model using CT image of PET/CT,W. Kim; S. -K. Woo; J. Park; H. Sheen; I. Lim; S. M. Lim; B. Hyun Byun,"Contrast CT imaging is a useful method to highlight structures such as blood vessels and tissue. The aim of this study was to generate contrast enhanced CT image for defining region of blood vessels and tumor from PET/CT image using deep learning approach. The deep learning approach in this study was based on conditional generative adversarial network (cGAN). The structure of cGAN composed of two convolutional neural network (CNN), generator and discriminator. Generator was trained to generate contrast CT (G-CCT) image from CT image which cannot be discriminated from the original contrast CT (CCT) image. Discriminator was trained to discriminate CCT image from G-CCT image by generator. To improve the generation performance of the model, we applied adaptive histogram equalization as image preprocessing. We compare the model trained with CT and the model with histogram equalized CT. Structural similarity index measurement (SSIM) was calculated to measure the similarity between G-CCT and CCT image. We defined and compared the region of lymphoma in left upper cervical lymph node level 2 using CT, CCT, and G-CCT. Detect the lymph node cancer was calculated by short to long axis ratio (S/L) method. In the case of the model trained with CT, SSIM was 0.9493±0.0183 in training phase and 0.9055±0.0484 in testing phase. In the case of the model trained with histogram equalized CT, SSIM was 0.954±0.0149 in training phase and 0.9081±0.047 in testing phase. G-CCT images showed more enhanced contrast in blood vessels and tumor region than CT image. Lymph node cancer S/L of CT, CCT, and G-CCT were 0.412, 0.395, and 0.397, respectively. The tumor S/L of generated contrast CT image was evaluated similar to these of real contrast CT image. This contrast CT image generation based on deep learning is helped for a cost-effective and less-hazardous process of acquiring contrast CT image to patients as well as more anatomical information with only CT scan.",,2018,10.1109/NSSMIC.2018.8824278,adaptive histogram equalization
2,Contrast CT image generation model using CT image of PET/CT,W. Kim; S. -K. Woo; J. Park; H. Sheen; I. Lim; S. M. Lim; B. Hyun Byun,"Contrast CT imaging is a useful method to highlight structures such as blood vessels and tissue. The aim of this study was to generate contrast enhanced CT image for defining region of blood vessels and tumor from PET/CT image using deep learning approach. The deep learning approach in this study was based on conditional generative adversarial network (cGAN). The structure of cGAN composed of two convolutional neural network (CNN), generator and discriminator. Generator was trained to generate contrast CT (G-CCT) image from CT image which cannot be discriminated from the original contrast CT (CCT) image. Discriminator was trained to discriminate CCT image from G-CCT image by generator. To improve the generation performance of the model, we applied adaptive histogram equalization as image preprocessing. We compare the model trained with CT and the model with histogram equalized CT. Structural similarity index measurement (SSIM) was calculated to measure the similarity between G-CCT and CCT image. We defined and compared the region of lymphoma in left upper cervical lymph node level 2 using CT, CCT, and G-CCT. Detect the lymph node cancer was calculated by short to long axis ratio (S/L) method. In the case of the model trained with CT, SSIM was 0.9493±0.0183 in training phase and 0.9055±0.0484 in testing phase. In the case of the model trained with histogram equalized CT, SSIM was 0.954±0.0149 in training phase and 0.9081±0.047 in testing phase. G-CCT images showed more enhanced contrast in blood vessels and tumor region than CT image. Lymph node cancer S/L of CT, CCT, and G-CCT were 0.412, 0.395, and 0.397, respectively. The tumor S/L of generated contrast CT image was evaluated similar to these of real contrast CT image. This contrast CT image generation based on deep learning is helped for a cost-effective and less-hazardous process of acquiring contrast CT image to patients as well as more anatomical information with only CT scan.",,2018,10.1109/NSSMIC.2018.8824278,lymph node
2,Contrast CT image generation model using CT image of PET/CT,W. Kim; S. -K. Woo; J. Park; H. Sheen; I. Lim; S. M. Lim; B. Hyun Byun,"Contrast CT imaging is a useful method to highlight structures such as blood vessels and tissue. The aim of this study was to generate contrast enhanced CT image for defining region of blood vessels and tumor from PET/CT image using deep learning approach. The deep learning approach in this study was based on conditional generative adversarial network (cGAN). The structure of cGAN composed of two convolutional neural network (CNN), generator and discriminator. Generator was trained to generate contrast CT (G-CCT) image from CT image which cannot be discriminated from the original contrast CT (CCT) image. Discriminator was trained to discriminate CCT image from G-CCT image by generator. To improve the generation performance of the model, we applied adaptive histogram equalization as image preprocessing. We compare the model trained with CT and the model with histogram equalized CT. Structural similarity index measurement (SSIM) was calculated to measure the similarity between G-CCT and CCT image. We defined and compared the region of lymphoma in left upper cervical lymph node level 2 using CT, CCT, and G-CCT. Detect the lymph node cancer was calculated by short to long axis ratio (S/L) method. In the case of the model trained with CT, SSIM was 0.9493±0.0183 in training phase and 0.9055±0.0484 in testing phase. In the case of the model trained with histogram equalized CT, SSIM was 0.954±0.0149 in training phase and 0.9081±0.047 in testing phase. G-CCT images showed more enhanced contrast in blood vessels and tumor region than CT image. Lymph node cancer S/L of CT, CCT, and G-CCT were 0.412, 0.395, and 0.397, respectively. The tumor S/L of generated contrast CT image was evaluated similar to these of real contrast CT image. This contrast CT image generation based on deep learning is helped for a cost-effective and less-hazardous process of acquiring contrast CT image to patients as well as more anatomical information with only CT scan.",,2018,10.1109/NSSMIC.2018.8824278,histograms
2,Contrast CT image generation model using CT image of PET/CT,W. Kim; S. -K. Woo; J. Park; H. Sheen; I. Lim; S. M. Lim; B. Hyun Byun,"Contrast CT imaging is a useful method to highlight structures such as blood vessels and tissue. The aim of this study was to generate contrast enhanced CT image for defining region of blood vessels and tumor from PET/CT image using deep learning approach. The deep learning approach in this study was based on conditional generative adversarial network (cGAN). The structure of cGAN composed of two convolutional neural network (CNN), generator and discriminator. Generator was trained to generate contrast CT (G-CCT) image from CT image which cannot be discriminated from the original contrast CT (CCT) image. Discriminator was trained to discriminate CCT image from G-CCT image by generator. To improve the generation performance of the model, we applied adaptive histogram equalization as image preprocessing. We compare the model trained with CT and the model with histogram equalized CT. Structural similarity index measurement (SSIM) was calculated to measure the similarity between G-CCT and CCT image. We defined and compared the region of lymphoma in left upper cervical lymph node level 2 using CT, CCT, and G-CCT. Detect the lymph node cancer was calculated by short to long axis ratio (S/L) method. In the case of the model trained with CT, SSIM was 0.9493±0.0183 in training phase and 0.9055±0.0484 in testing phase. In the case of the model trained with histogram equalized CT, SSIM was 0.954±0.0149 in training phase and 0.9081±0.047 in testing phase. G-CCT images showed more enhanced contrast in blood vessels and tumor region than CT image. Lymph node cancer S/L of CT, CCT, and G-CCT were 0.412, 0.395, and 0.397, respectively. The tumor S/L of generated contrast CT image was evaluated similar to these of real contrast CT image. This contrast CT image generation based on deep learning is helped for a cost-effective and less-hazardous process of acquiring contrast CT image to patients as well as more anatomical information with only CT scan.",,2018,10.1109/NSSMIC.2018.8824278,generative adversarial networks
2,Contrast CT image generation model using CT image of PET/CT,W. Kim; S. -K. Woo; J. Park; H. Sheen; I. Lim; S. M. Lim; B. Hyun Byun,"Contrast CT imaging is a useful method to highlight structures such as blood vessels and tissue. The aim of this study was to generate contrast enhanced CT image for defining region of blood vessels and tumor from PET/CT image using deep learning approach. The deep learning approach in this study was based on conditional generative adversarial network (cGAN). The structure of cGAN composed of two convolutional neural network (CNN), generator and discriminator. Generator was trained to generate contrast CT (G-CCT) image from CT image which cannot be discriminated from the original contrast CT (CCT) image. Discriminator was trained to discriminate CCT image from G-CCT image by generator. To improve the generation performance of the model, we applied adaptive histogram equalization as image preprocessing. We compare the model trained with CT and the model with histogram equalized CT. Structural similarity index measurement (SSIM) was calculated to measure the similarity between G-CCT and CCT image. We defined and compared the region of lymphoma in left upper cervical lymph node level 2 using CT, CCT, and G-CCT. Detect the lymph node cancer was calculated by short to long axis ratio (S/L) method. In the case of the model trained with CT, SSIM was 0.9493±0.0183 in training phase and 0.9055±0.0484 in testing phase. In the case of the model trained with histogram equalized CT, SSIM was 0.954±0.0149 in training phase and 0.9081±0.047 in testing phase. G-CCT images showed more enhanced contrast in blood vessels and tumor region than CT image. Lymph node cancer S/L of CT, CCT, and G-CCT were 0.412, 0.395, and 0.397, respectively. The tumor S/L of generated contrast CT image was evaluated similar to these of real contrast CT image. This contrast CT image generation based on deep learning is helped for a cost-effective and less-hazardous process of acquiring contrast CT image to patients as well as more anatomical information with only CT scan.",,2018,10.1109/NSSMIC.2018.8824278,conditional generative adversarial network
2,Contrast CT image generation model using CT image of PET/CT,W. Kim; S. -K. Woo; J. Park; H. Sheen; I. Lim; S. M. Lim; B. Hyun Byun,"Contrast CT imaging is a useful method to highlight structures such as blood vessels and tissue. The aim of this study was to generate contrast enhanced CT image for defining region of blood vessels and tumor from PET/CT image using deep learning approach. The deep learning approach in this study was based on conditional generative adversarial network (cGAN). The structure of cGAN composed of two convolutional neural network (CNN), generator and discriminator. Generator was trained to generate contrast CT (G-CCT) image from CT image which cannot be discriminated from the original contrast CT (CCT) image. Discriminator was trained to discriminate CCT image from G-CCT image by generator. To improve the generation performance of the model, we applied adaptive histogram equalization as image preprocessing. We compare the model trained with CT and the model with histogram equalized CT. Structural similarity index measurement (SSIM) was calculated to measure the similarity between G-CCT and CCT image. We defined and compared the region of lymphoma in left upper cervical lymph node level 2 using CT, CCT, and G-CCT. Detect the lymph node cancer was calculated by short to long axis ratio (S/L) method. In the case of the model trained with CT, SSIM was 0.9493±0.0183 in training phase and 0.9055±0.0484 in testing phase. In the case of the model trained with histogram equalized CT, SSIM was 0.954±0.0149 in training phase and 0.9081±0.047 in testing phase. G-CCT images showed more enhanced contrast in blood vessels and tumor region than CT image. Lymph node cancer S/L of CT, CCT, and G-CCT were 0.412, 0.395, and 0.397, respectively. The tumor S/L of generated contrast CT image was evaluated similar to these of real contrast CT image. This contrast CT image generation based on deep learning is helped for a cost-effective and less-hazardous process of acquiring contrast CT image to patients as well as more anatomical information with only CT scan.",,2018,10.1109/NSSMIC.2018.8824278,adaptive equalizers
3,A Self Organizing Map for Exploratory Analysis of PET Radiomic Features,E. Alsyed; R. Smith; S. Paisey; C. Marshall; E. Spezi,"Texture analysis for quantification of intratumor uptake heterogeneity in PET/CT images has received increasing attention. This allows the extraction of a large number of `radiomic' features to be correlated with end point information such as tumor type, therapy response, prognosis. The conventional complex workflow for calculation of texture features introduces numerous confounding variables. This non exhaustively includes, imaging time post administration of radiopharmaceutical and the method and extent of functional volume segmentation. A lack of understanding on the dependency of texture features with these variables serves as a detriment to the urgent need to standardize texture measurements to pool results from different imaging centers. The utilization of machine learning techniques for feature (and their combinations) selection serves as a promising method to alleviate redundancy in radiomics. To this avail, we introduce for the first time the application of a Kohonen self-organizing feature map to identify the emergent properties present when performing texture analysis. The application of the self-organizing map to radiomic analysis serves as a powerful general-purpose exploratory instrument to reveal the statistical indicators of texture distributions. For this purpose, texture features from PET-CT images of 8 pre-clinical mice with mammary carcinoma xenografts were analyzed with varying post injection imaging time and tumor segmentation contour size. This varying distribution of texture parameters were interpreted by the self-organizing map to reveal two distinct clusters of texture features which are dependent on contour size, providing additional evidence that contour size and hence segmentation method is a confounding variable when performing texture analysis. Furthermore, the self-organizing map can be utilized as a method to incorporate this revealed dependency in a prediction model in the presence of end point information, which will be an area of future work.",,2020,10.1109/NSS/MIC42677.2020.9507846,self-organizing feature maps
3,A Self Organizing Map for Exploratory Analysis of PET Radiomic Features,E. Alsyed; R. Smith; S. Paisey; C. Marshall; E. Spezi,"Texture analysis for quantification of intratumor uptake heterogeneity in PET/CT images has received increasing attention. This allows the extraction of a large number of `radiomic' features to be correlated with end point information such as tumor type, therapy response, prognosis. The conventional complex workflow for calculation of texture features introduces numerous confounding variables. This non exhaustively includes, imaging time post administration of radiopharmaceutical and the method and extent of functional volume segmentation. A lack of understanding on the dependency of texture features with these variables serves as a detriment to the urgent need to standardize texture measurements to pool results from different imaging centers. The utilization of machine learning techniques for feature (and their combinations) selection serves as a promising method to alleviate redundancy in radiomics. To this avail, we introduce for the first time the application of a Kohonen self-organizing feature map to identify the emergent properties present when performing texture analysis. The application of the self-organizing map to radiomic analysis serves as a powerful general-purpose exploratory instrument to reveal the statistical indicators of texture distributions. For this purpose, texture features from PET-CT images of 8 pre-clinical mice with mammary carcinoma xenografts were analyzed with varying post injection imaging time and tumor segmentation contour size. This varying distribution of texture parameters were interpreted by the self-organizing map to reveal two distinct clusters of texture features which are dependent on contour size, providing additional evidence that contour size and hence segmentation method is a confounding variable when performing texture analysis. Furthermore, the self-organizing map can be utilized as a method to incorporate this revealed dependency in a prediction model in the presence of end point information, which will be an area of future work.",,2020,10.1109/NSS/MIC42677.2020.9507846,self-organizing map
3,A Self Organizing Map for Exploratory Analysis of PET Radiomic Features,E. Alsyed; R. Smith; S. Paisey; C. Marshall; E. Spezi,"Texture analysis for quantification of intratumor uptake heterogeneity in PET/CT images has received increasing attention. This allows the extraction of a large number of `radiomic' features to be correlated with end point information such as tumor type, therapy response, prognosis. The conventional complex workflow for calculation of texture features introduces numerous confounding variables. This non exhaustively includes, imaging time post administration of radiopharmaceutical and the method and extent of functional volume segmentation. A lack of understanding on the dependency of texture features with these variables serves as a detriment to the urgent need to standardize texture measurements to pool results from different imaging centers. The utilization of machine learning techniques for feature (and their combinations) selection serves as a promising method to alleviate redundancy in radiomics. To this avail, we introduce for the first time the application of a Kohonen self-organizing feature map to identify the emergent properties present when performing texture analysis. The application of the self-organizing map to radiomic analysis serves as a powerful general-purpose exploratory instrument to reveal the statistical indicators of texture distributions. For this purpose, texture features from PET-CT images of 8 pre-clinical mice with mammary carcinoma xenografts were analyzed with varying post injection imaging time and tumor segmentation contour size. This varying distribution of texture parameters were interpreted by the self-organizing map to reveal two distinct clusters of texture features which are dependent on contour size, providing additional evidence that contour size and hence segmentation method is a confounding variable when performing texture analysis. Furthermore, the self-organizing map can be utilized as a method to incorporate this revealed dependency in a prediction model in the presence of end point information, which will be an area of future work.",,2020,10.1109/NSS/MIC42677.2020.9507846,radiomics
